time (s),leafValue( IT("/I4/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout2") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout3") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
311.0E-6,75.50E-12,69.84E-9,-61.57E-12,12.12E-6
311.4E-6,71.24E-12,69.80E-9,-69.95E-12,12.11E-6
311.8E-6,65.90E-12,69.77E-9,-77.21E-12,12.09E-6
312.5E-6,59.74E-12,69.74E-9,-80.90E-12,12.07E-6
313.1E-6,54.67E-12,69.74E-9,-79.26E-12,12.04E-6
313.8E-6,50.28E-12,69.76E-9,-74.20E-12,12.02E-6
314.6E-6,46.10E-12,69.78E-9,-66.71E-12,12.00E-6
315.6E-6,41.80E-12,69.81E-9,-56.93E-12,11.98E-6
316.6E-6,38.26E-12,69.84E-9,-47.64E-12,11.97E-6
317.6E-6,35.29E-12,69.87E-9,-39.32E-12,11.96E-6
318.6E-6,32.76E-12,69.89E-9,-32.11E-12,11.96E-6
319.5E-6,30.81E-12,69.91E-9,-26.64E-12,11.96E-6
319.7E-6,35.16E-12,69.88E-9,-88.31E-12,12.05E-6
319.9E-6,39.85E-12,69.74E-9,-148.4E-12,12.10E-6
320.0E-6,42.45E-12,69.58E-9,-183.0E-12,12.12E-6
320.1E-6,41.73E-12,69.44E-9,-187.4E-12,12.07E-6
320.2E-6,40.07E-12,69.34E-9,-190.1E-12,12.03E-6
320.2E-6,37.54E-12,69.32E-9,-194.0E-12,12.01E-6
320.4E-6,33.96E-12,69.42E-9,-200.0E-12,11.99E-6
320.6E-6,31.77E-12,69.48E-9,-202.2E-12,11.99E-6
320.8E-6,30.25E-12,69.45E-9,-202.7E-12,11.98E-6
321.2E-6,29.32E-12,69.42E-9,-201.2E-12,11.96E-6
321.7E-6,28.39E-12,69.45E-9,-193.7E-12,11.94E-6
322.2E-6,27.38E-12,69.48E-9,-181.3E-12,11.91E-6
322.8E-6,26.17E-12,69.53E-9,-164.1E-12,11.89E-6
323.6E-6,24.85E-12,69.59E-9,-142.2E-12,11.87E-6
324.6E-6,23.45E-12,69.66E-9,-115.0E-12,11.85E-6
325.6E-6,22.26E-12,69.70E-9,-78.58E-12,11.84E-6
326.6E-6,21.23E-12,69.65E-9,10.13E-12,11.83E-6
327.6E-6,20.30E-12,69.37E-9,261.8E-12,11.83E-6
328.5E-6,19.51E-12,68.70E-9,790.4E-12,11.82E-6
329.2E-6,18.95E-12,67.81E-9,1.453E-9,11.82E-6
329.5E-6,18.75E-12,67.43E-9,1.732E-9,11.82E-6
329.6E-6,18.70E-12,67.30E-9,1.822E-9,11.84E-6
329.7E-6,18.63E-12,67.14E-9,1.938E-9,11.87E-6
329.8E-6,18.57E-12,66.98E-9,2.056E-9,11.88E-6
329.9E-6,18.49E-12,66.76E-9,2.225E-9,11.89E-6
330.0E-6,18.43E-12,66.59E-9,2.350E-9,11.90E-6
330.1E-6,18.39E-12,66.49E-9,2.430E-9,11.88E-6
330.1E-6,18.35E-12,66.38E-9,2.507E-9,11.87E-6
330.2E-6,18.32E-12,66.28E-9,2.585E-9,11.87E-6
330.3E-6,18.24E-12,66.08E-9,2.742E-9,11.86E-6
330.4E-6,18.15E-12,65.83E-9,2.931E-9,11.86E-6
330.6E-6,18.01E-12,65.49E-9,3.208E-9,11.86E-6
330.8E-6,17.83E-12,64.99E-9,3.663E-9,11.86E-6
331.2E-6,17.53E-12,64.18E-9,4.586E-9,11.86E-6
331.5E-6,17.36E-12,63.44E-9,5.638E-9,11.86E-6
331.8E-6,17.17E-12,62.70E-9,6.700E-9,11.85E-6
332.2E-6,16.96E-12,61.69E-9,7.984E-9,11.85E-6
332.6E-6,16.69E-12,60.25E-9,9.556E-9,11.84E-6
333.0E-6,16.51E-12,59.11E-9,10.71E-9,11.84E-6
333.3E-6,16.31E-12,57.86E-9,11.97E-9,11.84E-6
333.8E-6,16.04E-12,56.14E-9,13.71E-9,11.83E-6
334.8E-6,15.54E-12,52.79E-9,17.11E-9,11.83E-6
335.8E-6,15.06E-12,49.67E-9,20.26E-9,11.83E-6
336.8E-6,14.61E-12,46.89E-9,23.06E-9,11.83E-6
337.8E-6,14.19E-12,44.49E-9,25.48E-9,11.83E-6
338.8E-6,13.80E-12,42.45E-9,27.53E-9,11.82E-6
339.5E-6,13.54E-12,41.27E-9,28.72E-9,11.82E-6
339.6E-6,13.52E-12,41.16E-9,28.83E-9,11.79E-6
339.7E-6,13.48E-12,41.02E-9,28.97E-9,11.75E-6
339.8E-6,13.43E-12,40.82E-9,29.16E-9,11.71E-6
339.9E-6,13.37E-12,40.65E-9,29.32E-9,11.69E-6
340.0E-6,13.31E-12,40.48E-9,29.49E-9,11.67E-6
340.0E-6,13.28E-12,40.42E-9,29.55E-9,11.68E-6
340.1E-6,13.26E-12,40.36E-9,29.60E-9,11.70E-6
340.1E-6,13.24E-12,40.30E-9,29.66E-9,11.71E-6
340.2E-6,13.19E-12,40.18E-9,29.78E-9,11.73E-6
340.3E-6,13.16E-12,40.07E-9,29.89E-9,11.74E-6
340.4E-6,13.13E-12,39.94E-9,30.02E-9,11.74E-6
340.5E-6,13.10E-12,39.76E-9,30.19E-9,11.74E-6
340.7E-6,13.05E-12,39.54E-9,30.42E-9,11.74E-6
340.9E-6,12.99E-12,39.23E-9,30.73E-9,11.74E-6
341.3E-6,12.91E-12,38.75E-9,31.23E-9,11.75E-6
341.8E-6,12.77E-12,38.20E-9,31.80E-9,11.76E-6
342.7E-6,12.54E-12,37.37E-9,32.64E-9,11.78E-6
343.7E-6,12.20E-12,36.55E-9,33.46E-9,11.80E-6
344.7E-6,11.88E-12,35.87E-9,34.14E-9,11.81E-6
345.7E-6,11.59E-12,35.31E-9,34.70E-9,11.82E-6
346.7E-6,11.34E-12,34.85E-9,35.15E-9,11.82E-6
347.7E-6,11.09E-12,34.47E-9,35.53E-9,11.82E-6
348.7E-6,10.86E-12,34.17E-9,35.83E-9,11.82E-6
349.5E-6,10.68E-12,33.97E-9,36.03E-9,11.82E-6
349.6E-6,10.67E-12,33.95E-9,36.05E-9,11.86E-6
349.6E-6,10.65E-12,33.93E-9,36.07E-9,11.91E-6
349.8E-6,10.64E-12,33.91E-9,36.10E-9,11.96E-6
349.9E-6,10.64E-12,33.89E-9,36.12E-9,11.98E-6
349.9E-6,10.64E-12,33.88E-9,36.14E-9,11.99E-6
350.0E-6,10.64E-12,33.87E-9,36.16E-9,12.00E-6
350.0E-6,10.64E-12,33.86E-9,36.17E-9,11.98E-6
350.1E-6,10.64E-12,33.85E-9,36.17E-9,11.96E-6
350.1E-6,10.64E-12,33.85E-9,36.18E-9,11.95E-6
350.2E-6,10.63E-12,33.84E-9,36.20E-9,11.93E-6
350.2E-6,10.63E-12,33.82E-9,36.21E-9,11.92E-6
350.3E-6,10.61E-12,33.81E-9,36.23E-9,11.91E-6
350.4E-6,10.58E-12,33.79E-9,36.25E-9,11.91E-6
350.5E-6,10.54E-12,33.75E-9,36.28E-9,11.92E-6
350.7E-6,10.48E-12,33.71E-9,36.32E-9,11.92E-6
351.0E-6,10.37E-12,33.65E-9,36.37E-9,11.91E-6
351.5E-6,10.22E-12,33.57E-9,36.43E-9,11.90E-6
352.1E-6,10.05E-12,33.47E-9,36.52E-9,11.88E-6
353.1E-6,9.896E-12,33.35E-9,36.63E-9,11.86E-6
354.1E-6,9.741E-12,33.25E-9,36.73E-9,11.84E-6
355.1E-6,9.592E-12,33.18E-9,36.82E-9,11.83E-6
356.1E-6,9.429E-12,33.11E-9,36.89E-9,11.83E-6
357.1E-6,9.268E-12,33.05E-9,36.95E-9,11.83E-6
358.1E-6,9.104E-12,33.01E-9,36.99E-9,11.82E-6
359.1E-6,8.946E-12,32.97E-9,37.03E-9,11.82E-6
359.5E-6,8.892E-12,32.95E-9,37.05E-9,11.82E-6
359.8E-6,8.851E-12,32.94E-9,37.06E-9,11.83E-6
360.0E-6,8.822E-12,32.94E-9,37.06E-9,11.84E-6
360.3E-6,8.784E-12,32.93E-9,37.07E-9,11.83E-6
360.5E-6,8.752E-12,32.92E-9,37.08E-9,11.83E-6
360.7E-6,8.718E-12,32.92E-9,37.08E-9,11.83E-6
361.2E-6,8.652E-12,32.91E-9,37.09E-9,11.83E-6
362.0E-6,8.527E-12,32.89E-9,37.11E-9,11.83E-6
363.0E-6,8.401E-12,32.87E-9,37.13E-9,11.83E-6
364.0E-6,8.273E-12,32.86E-9,37.14E-9,11.83E-6
365.0E-6,8.147E-12,32.84E-9,37.15E-9,11.83E-6
366.0E-6,8.037E-12,32.83E-9,37.16E-9,11.83E-6
367.0E-6,7.919E-12,32.83E-9,37.17E-9,11.82E-6
368.0E-6,7.803E-12,32.82E-9,37.18E-9,11.82E-6
369.0E-6,7.702E-12,32.81E-9,37.19E-9,11.82E-6
369.5E-6,7.648E-12,32.81E-9,37.19E-9,11.82E-6
369.5E-6,6.024E-12,32.74E-9,37.08E-9,11.67E-6
369.6E-6,4.737E-12,32.60E-9,36.63E-9,11.51E-6
369.7E-6,-195.5E-15,32.90E-9,35.41E-9,11.42E-6
369.7E-6,-10.43E-12,34.44E-9,32.99E-9,11.37E-6
369.8E-6,-24.35E-12,38.77E-9,28.22E-9,11.35E-6
369.9E-6,-38.24E-12,48.90E-9,19.57E-9,11.33E-6
369.9E-6,-40.14E-12,61.67E-9,10.93E-9,11.33E-6
370.0E-6,-32.52E-12,69.03E-9,6.618E-9,11.33E-6
370.0E-6,-29.50E-12,70.17E-9,5.677E-9,11.36E-6
370.0E-6,-26.83E-12,70.94E-9,4.949E-9,11.38E-6
370.1E-6,-29.92E-12,71.30E-9,4.362E-9,11.40E-6
370.1E-6,-45.54E-12,71.42E-9,3.621E-9,11.42E-6
370.2E-6,-60.79E-12,71.50E-9,3.217E-9,11.42E-6
370.2E-6,-71.39E-12,71.82E-9,2.930E-9,11.40E-6
370.3E-6,-74.19E-12,72.34E-9,2.714E-9,11.38E-6
370.4E-6,-70.69E-12,72.81E-9,2.536E-9,11.34E-6
370.5E-6,-68.88E-12,72.97E-9,2.369E-9,11.29E-6
370.6E-6,-85.70E-12,72.79E-9,2.199E-9,11.24E-6
370.8E-6,-130.0E-12,72.54E-9,2.063E-9,11.20E-6
370.9E-6,-205.5E-12,72.27E-9,1.943E-9,11.17E-6
371.1E-6,-299.2E-12,71.96E-9,1.841E-9,11.15E-6
371.3E-6,-405.2E-12,71.59E-9,1.739E-9,11.14E-6
371.5E-6,-535.2E-12,71.00E-9,1.572E-9,11.13E-6
371.6E-6,-559.1E-12,70.75E-9,1.440E-9,11.12E-6
371.6E-6,-587.4E-12,69.83E-9,949.7E-12,11.12E-6
371.7E-6,-606.8E-12,68.88E-9,636.4E-12,11.12E-6
371.7E-6,-625.4E-12,68.16E-9,523.0E-12,11.12E-6
371.8E-6,-647.8E-12,67.65E-9,473.4E-12,11.12E-6
371.8E-6,-672.7E-12,67.45E-9,449.6E-12,11.11E-6
371.9E-6,-701.3E-12,67.49E-9,430.1E-12,11.11E-6
372.0E-6,-734.9E-12,67.66E-9,403.0E-12,11.11E-6
372.1E-6,-783.4E-12,67.74E-9,356.5E-12,11.11E-6
372.3E-6,-831.3E-12,67.57E-9,310.8E-12,11.11E-6
372.5E-6,-879.0E-12,67.39E-9,268.1E-12,11.11E-6
372.8E-6,-917.4E-12,67.32E-9,231.7E-12,11.11E-6
373.0E-6,-932.0E-12,67.29E-9,203.9E-12,11.10E-6
373.3E-6,-265.3E-12,66.48E-9,182.1E-12,11.10E-6
373.4E-6,704.0E-12,65.68E-9,178.2E-12,11.10E-6
373.4E-6,4.064E-9,62.61E-9,173.5E-12,11.10E-6
373.5E-6,8.574E-9,58.41E-9,170.7E-12,11.10E-6
373.5E-6,15.71E-9,51.38E-9,168.3E-12,11.10E-6
373.6E-6,24.02E-9,42.56E-9,166.5E-12,11.11E-6
373.6E-6,32.25E-9,32.87E-9,165.1E-12,11.11E-6
373.7E-6,40.71E-9,21.50E-9,162.5E-12,11.11E-6
373.7E-6,44.42E-9,16.31E-9,160.5E-12,11.11E-6
373.8E-6,49.79E-9,11.87E-9,157.7E-12,11.12E-6
373.8E-6,56.58E-9,9.291E-9,155.3E-12,11.13E-6
373.8E-6,62.77E-9,7.703E-9,153.4E-12,11.14E-6
373.8E-6,68.34E-9,6.347E-9,151.6E-12,11.16E-6
373.9E-6,71.62E-9,5.326E-9,150.4E-12,11.17E-6
373.9E-6,73.18E-9,4.540E-9,149.2E-12,11.17E-6
373.9E-6,73.58E-9,3.954E-9,148.0E-12,11.17E-6
374.0E-6,73.32E-9,3.467E-9,146.3E-12,11.17E-6
374.0E-6,72.76E-9,3.041E-9,144.0E-12,11.17E-6
374.0E-6,72.26E-9,2.650E-9,140.9E-12,11.17E-6
374.1E-6,72.22E-9,2.287E-9,136.9E-12,11.16E-6
374.2E-6,72.48E-9,2.030E-9,133.2E-12,11.16E-6
374.4E-6,72.61E-9,1.800E-9,128.3E-12,11.16E-6
374.5E-6,72.47E-9,1.609E-9,122.3E-12,11.15E-6
374.7E-6,72.31E-9,1.454E-9,115.7E-12,11.15E-6
375.0E-6,72.20E-9,1.317E-9,108.5E-12,11.14E-6
375.3E-6,72.05E-9,1.189E-9,100.8E-12,11.13E-6
375.7E-6,71.86E-9,1.060E-9,92.42E-12,11.13E-6
376.0E-6,71.72E-9,981.3E-12,87.72E-12,11.12E-6
376.1E-6,71.65E-9,940.2E-12,85.84E-12,11.12E-6
376.2E-6,71.50E-9,868.1E-12,84.01E-12,11.12E-6
376.3E-6,71.26E-9,749.7E-12,82.77E-12,11.12E-6
376.4E-6,70.75E-9,529.4E-12,81.47E-12,11.12E-6
376.5E-6,70.25E-9,372.6E-12,80.38E-12,11.12E-6
376.5E-6,69.95E-9,303.1E-12,79.28E-12,11.12E-6
376.6E-6,69.87E-9,278.7E-12,78.25E-12,11.12E-6
376.7E-6,69.94E-9,270.5E-12,77.16E-12,11.12E-6
376.8E-6,70.02E-9,260.1E-12,75.89E-12,11.12E-6
376.9E-6,70.03E-9,241.9E-12,74.03E-12,11.11E-6
377.2E-6,70.00E-9,207.5E-12,70.41E-12,11.11E-6
377.7E-6,70.00E-9,173.9E-12,66.23E-12,11.11E-6
378.3E-6,70.00E-9,137.7E-12,60.35E-12,11.11E-6
379.2E-6,70.00E-9,106.1E-12,53.63E-12,11.10E-6
379.5E-6,70.00E-9,100.2E-12,52.06E-12,11.10E-6
379.5E-6,70.25E-9,93.00E-12,50.87E-12,11.15E-6
379.6E-6,70.82E-9,74.04E-12,52.02E-12,11.20E-6
379.7E-6,71.23E-9,47.72E-12,52.01E-12,11.25E-6
379.7E-6,70.90E-9,23.26E-12,51.84E-12,11.29E-6
379.8E-6,69.74E-9,-1.037E-12,51.26E-12,11.34E-6
379.9E-6,67.94E-9,-37.81E-12,49.74E-12,11.40E-6
379.9E-6,66.75E-9,-78.19E-12,48.28E-12,11.44E-6
380.0E-6,65.46E-9,-141.5E-12,45.87E-12,11.49E-6
380.0E-6,64.95E-9,-171.2E-12,44.56E-12,11.43E-6
380.0E-6,64.42E-9,-200.5E-12,41.10E-12,11.37E-6
380.1E-6,63.82E-9,-230.6E-12,38.60E-12,11.33E-6
380.1E-6,63.07E-9,-296.0E-12,34.31E-12,11.27E-6
380.2E-6,63.14E-9,-367.5E-12,29.30E-12,11.24E-6
380.2E-6,64.05E-9,-445.4E-12,23.02E-12,11.22E-6
380.3E-6,65.50E-9,-521.7E-12,16.01E-12,11.22E-6
380.4E-6,66.80E-9,-600.4E-12,8.093E-12,11.23E-6
380.5E-6,67.01E-9,-673.1E-12,108.2E-15,11.24E-6
380.6E-6,66.52E-9,-742.1E-12,-9.664E-12,11.25E-6
380.7E-6,66.02E-9,-812.9E-12,-19.85E-12,11.26E-6
380.8E-6,65.74E-9,-879.7E-12,-25.05E-12,11.27E-6
380.9E-6,65.59E-9,-964.4E-12,-31.34E-12,11.29E-6
381.0E-6,65.48E-9,-1.044E-9,-47.88E-12,11.31E-6
381.1E-6,65.33E-9,-1.108E-9,-79.29E-12,11.34E-6
381.3E-6,65.07E-9,-1.174E-9,-144.7E-12,11.37E-6
381.4E-6,64.71E-9,-1.236E-9,-248.0E-12,11.41E-6
381.6E-6,64.33E-9,-1.282E-9,-365.6E-12,11.44E-6
381.7E-6,63.73E-9,-1.147E-9,-500.9E-12,11.48E-6
381.8E-6,63.34E-9,-774.0E-12,-538.6E-12,11.49E-6
381.9E-6,59.71E-9,3.392E-9,-590.7E-12,11.51E-6
381.9E-6,56.03E-9,8.436E-9,-591.8E-12,11.53E-6
381.9E-6,48.67E-9,18.30E-9,-558.4E-12,11.54E-6
382.0E-6,39.03E-9,30.35E-9,-478.6E-12,11.56E-6
382.0E-6,29.21E-9,41.29E-9,-357.7E-12,11.58E-6
382.0E-6,17.67E-9,52.71E-9,-143.9E-12,11.61E-6
382.1E-6,13.60E-9,57.59E-9,-32.56E-12,11.63E-6
382.1E-6,10.54E-9,63.65E-9,70.15E-12,11.65E-6
382.1E-6,8.525E-9,69.42E-9,149.8E-12,11.67E-6
382.1E-6,7.021E-9,74.06E-9,216.9E-12,11.70E-6
382.2E-6,5.888E-9,76.51E-9,270.7E-12,11.71E-6
382.2E-6,5.110E-9,76.96E-9,304.5E-12,11.72E-6
382.2E-6,4.582E-9,76.32E-9,318.8E-12,11.73E-6
382.2E-6,4.165E-9,75.39E-9,317.0E-12,11.73E-6
382.3E-6,3.788E-9,74.48E-9,298.4E-12,11.73E-6
382.3E-6,3.430E-9,74.01E-9,262.6E-12,11.74E-6
382.4E-6,3.109E-9,74.16E-9,218.9E-12,11.74E-6
382.4E-6,2.844E-9,74.55E-9,179.9E-12,11.75E-6
382.6E-6,2.591E-9,74.59E-9,136.8E-12,11.77E-6
382.7E-6,2.391E-9,74.23E-9,88.79E-12,11.78E-6
382.9E-6,2.219E-9,73.86E-9,34.46E-12,11.80E-6
383.1E-6,2.059E-9,73.56E-9,-19.97E-12,11.81E-6
383.3E-6,1.895E-9,73.20E-9,-69.16E-12,11.82E-6
383.4E-6,1.845E-9,73.09E-9,-79.57E-12,11.83E-6
383.5E-6,1.725E-9,72.84E-9,-91.21E-12,11.83E-6
383.5E-6,1.546E-9,72.57E-9,-94.33E-12,11.83E-6
383.6E-6,1.101E-9,71.81E-9,-93.73E-12,11.83E-6
383.6E-6,764.2E-12,70.89E-9,-92.32E-12,11.83E-6
383.6E-6,586.3E-12,69.95E-9,-95.31E-12,11.83E-6
383.7E-6,522.3E-12,69.32E-9,-104.5E-12,11.84E-6
383.7E-6,501.6E-12,69.09E-9,-116.7E-12,11.84E-6
383.8E-6,483.0E-12,69.17E-9,-130.0E-12,11.84E-6
383.8E-6,458.9E-12,69.47E-9,-141.2E-12,11.84E-6
383.9E-6,417.5E-12,69.68E-9,-148.0E-12,11.85E-6
384.1E-6,373.2E-12,69.59E-9,-154.1E-12,11.85E-6
384.2E-6,326.2E-12,69.46E-9,-163.9E-12,11.85E-6
384.5E-6,276.3E-12,69.44E-9,-175.0E-12,11.86E-6
384.9E-6,218.9E-12,69.43E-9,-183.5E-12,11.86E-6
385.3E-6,181.7E-12,69.43E-9,-184.2E-12,11.85E-6
385.8E-6,153.0E-12,69.44E-9,-179.5E-12,11.85E-6
386.3E-6,129.6E-12,69.47E-9,-169.9E-12,11.85E-6
386.9E-6,110.0E-12,69.52E-9,-156.1E-12,11.84E-6
387.7E-6,92.50E-12,69.57E-9,-137.7E-12,11.83E-6
388.7E-6,76.41E-12,69.65E-9,-114.5E-12,11.83E-6
389.5E-6,66.83E-12,69.70E-9,-97.01E-12,11.82E-6
389.6E-6,66.47E-12,69.72E-9,-99.40E-12,11.87E-6
389.6E-6,66.04E-12,69.76E-9,-105.4E-12,11.92E-6
389.7E-6,65.97E-12,69.75E-9,-112.8E-12,11.96E-6
389.8E-6,66.13E-12,69.70E-9,-119.7E-12,11.98E-6
389.9E-6,66.00E-12,69.64E-9,-126.6E-12,12.00E-6
390.0E-6,65.66E-12,69.62E-9,-131.4E-12,12.01E-6
390.0E-6,65.44E-12,69.62E-9,-131.8E-12,11.99E-6
390.1E-6,65.26E-12,69.61E-9,-131.2E-12,11.96E-6
390.1E-6,65.11E-12,69.58E-9,-130.1E-12,11.95E-6
390.2E-6,64.20E-12,69.55E-9,-129.5E-12,11.92E-6
390.2E-6,62.99E-12,69.58E-9,-130.0E-12,11.91E-6
390.3E-6,61.62E-12,69.64E-9,-129.5E-12,11.91E-6
390.4E-6,60.17E-12,69.69E-9,-126.3E-12,11.91E-6
390.6E-6,58.40E-12,69.69E-9,-121.6E-12,11.91E-6
390.8E-6,56.45E-12,69.67E-9,-116.1E-12,11.91E-6
391.1E-6,53.83E-12,69.68E-9,-106.4E-12,11.90E-6
391.6E-6,51.03E-12,69.69E-9,-92.26E-12,11.89E-6
392.3E-6,47.32E-12,69.69E-9,-60.80E-12,11.87E-6
393.3E-6,42.87E-12,69.62E-9,45.14E-12,11.85E-6
394.3E-6,39.20E-12,69.29E-9,331.2E-12,11.84E-6
395.2E-6,36.48E-12,68.63E-9,847.5E-12,11.83E-6
395.9E-6,34.52E-12,67.76E-9,1.502E-9,11.83E-6
396.5E-6,32.90E-12,66.74E-9,2.284E-9,11.82E-6
397.3E-6,31.29E-12,65.42E-9,3.474E-9,11.82E-6
397.6E-6,30.55E-12,64.70E-9,4.325E-9,11.82E-6
398.0E-6,29.82E-12,63.87E-9,5.437E-9,11.82E-6
398.3E-6,29.17E-12,63.00E-9,6.564E-9,11.82E-6
398.8E-6,28.36E-12,61.72E-9,8.038E-9,11.83E-6
399.2E-6,27.58E-12,60.37E-9,9.448E-9,11.83E-6
399.5E-6,27.16E-12,59.55E-9,10.27E-9,11.83E-6
399.5E-6,25.55E-12,59.27E-9,10.36E-9,11.68E-6
399.6E-6,24.54E-12,58.86E-9,10.40E-9,11.55E-6
399.7E-6,20.60E-12,58.63E-9,10.18E-9,11.46E-6
399.7E-6,12.08E-12,59.46E-9,9.399E-9,11.41E-6
399.8E-6,2.010E-12,61.94E-9,7.826E-9,11.40E-6
399.8E-6,-6.562E-12,65.87E-9,5.700E-9,11.40E-6
399.9E-6,-10.90E-12,69.63E-9,3.926E-9,11.40E-6
400.0E-6,-12.74E-12,71.27E-9,3.062E-9,11.39E-6
400.0E-6,-13.73E-12,71.25E-9,2.905E-9,11.41E-6
400.0E-6,-15.06E-12,71.17E-9,2.791E-9,11.43E-6
400.1E-6,-21.61E-12,71.13E-9,2.692E-9,11.44E-6
400.1E-6,-35.93E-12,71.48E-9,2.554E-9,11.45E-6
400.2E-6,-43.35E-12,72.08E-9,2.473E-9,11.44E-6
400.2E-6,-44.00E-12,72.73E-9,2.406E-9,11.42E-6
400.3E-6,-39.10E-12,73.10E-9,2.345E-9,11.39E-6
400.4E-6,-34.38E-12,73.10E-9,2.277E-9,11.35E-6
400.5E-6,-38.82E-12,72.87E-9,2.186E-9,11.29E-6
400.6E-6,-57.29E-12,72.71E-9,2.094E-9,11.24E-6
400.8E-6,-95.71E-12,72.58E-9,1.997E-9,11.20E-6
401.0E-6,-169.1E-12,72.33E-9,1.890E-9,11.17E-6
401.1E-6,-264.1E-12,71.98E-9,1.791E-9,11.15E-6
401.3E-6,-368.6E-12,71.55E-9,1.684E-9,11.13E-6
401.4E-6,-401.6E-12,71.39E-9,1.627E-9,11.13E-6
401.4E-6,-430.1E-12,71.11E-9,1.487E-9,11.12E-6
401.5E-6,-448.8E-12,70.66E-9,1.216E-9,11.12E-6
401.5E-6,-465.1E-12,69.94E-9,873.7E-12,11.12E-6
401.5E-6,-483.1E-12,69.04E-9,628.6E-12,11.12E-6
401.6E-6,-509.4E-12,68.15E-9,502.3E-12,11.11E-6
401.6E-6,-533.9E-12,67.74E-9,475.0E-12,11.11E-6
401.7E-6,-561.1E-12,67.61E-9,455.8E-12,11.11E-6
401.7E-6,-594.7E-12,67.71E-9,435.4E-12,11.11E-6
401.8E-6,-635.2E-12,67.91E-9,404.5E-12,11.11E-6
402.0E-6,-694.0E-12,67.91E-9,354.3E-12,11.10E-6
402.2E-6,-752.0E-12,67.68E-9,308.3E-12,11.10E-6
402.4E-6,-811.9E-12,67.50E-9,265.2E-12,11.10E-6
402.7E-6,-860.4E-12,67.42E-9,229.9E-12,11.09E-6
402.9E-6,-890.8E-12,67.38E-9,203.5E-12,11.08E-6
403.2E-6,-892.7E-12,67.34E-9,182.4E-12,11.08E-6
403.5E-6,259.2E-12,65.96E-9,164.7E-12,11.07E-6
403.5E-6,1.838E-9,64.61E-9,161.6E-12,11.07E-6
403.6E-6,8.627E-9,57.99E-9,157.3E-12,11.07E-6
403.7E-6,14.96E-9,51.70E-9,155.5E-12,11.07E-6
403.7E-6,22.73E-9,43.50E-9,154.3E-12,11.08E-6
403.7E-6,30.95E-9,33.92E-9,153.3E-12,11.08E-6
403.8E-6,39.59E-9,23.02E-9,151.2E-12,11.08E-6
403.8E-6,43.95E-9,18.25E-9,149.7E-12,11.08E-6
403.9E-6,50.54E-9,13.92E-9,147.5E-12,11.09E-6
403.9E-6,57.56E-9,11.14E-9,145.4E-12,11.10E-6
403.9E-6,63.59E-9,9.152E-9,143.8E-12,11.12E-6
403.9E-6,69.27E-9,7.136E-9,141.9E-12,11.13E-6
404.0E-6,72.30E-9,5.569E-9,140.4E-12,11.14E-6
404.0E-6,72.98E-9,4.675E-9,139.1E-12,11.14E-6
404.0E-6,72.97E-9,3.989E-9,137.6E-12,11.14E-6
404.1E-6,72.57E-9,3.395E-9,135.4E-12,11.14E-6
404.1E-6,72.16E-9,2.881E-9,132.7E-12,11.13E-6
404.2E-6,72.09E-9,2.417E-9,129.1E-12,11.13E-6
404.3E-6,72.34E-9,2.097E-9,125.8E-12,11.12E-6
404.4E-6,72.50E-9,1.839E-9,121.8E-12,11.12E-6
404.6E-6,72.41E-9,1.630E-9,116.8E-12,11.11E-6
404.8E-6,72.26E-9,1.467E-9,111.2E-12,11.11E-6
405.0E-6,72.15E-9,1.328E-9,105.1E-12,11.10E-6
405.3E-6,72.03E-9,1.201E-9,98.39E-12,11.09E-6
405.7E-6,71.87E-9,1.078E-9,91.07E-12,11.09E-6
406.1E-6,71.65E-9,946.1E-12,83.22E-12,11.08E-6
406.3E-6,71.57E-9,902.0E-12,81.02E-12,11.07E-6
406.4E-6,71.44E-9,836.0E-12,79.00E-12,11.07E-6
406.5E-6,71.25E-9,744.2E-12,77.80E-12,11.07E-6
406.6E-6,70.76E-9,529.2E-12,76.42E-12,11.07E-6
406.7E-6,70.28E-9,366.1E-12,75.35E-12,11.07E-6
406.8E-6,69.96E-9,285.3E-12,74.20E-12,11.07E-6
406.9E-6,69.88E-9,260.6E-12,73.19E-12,11.07E-6
407.0E-6,69.95E-9,254.0E-12,72.18E-12,11.07E-6
407.1E-6,70.01E-9,244.4E-12,71.00E-12,11.07E-6
407.2E-6,70.02E-9,227.7E-12,69.30E-12,11.07E-6
407.6E-6,70.00E-9,195.7E-12,65.96E-12,11.06E-6
408.0E-6,70.00E-9,164.2E-12,62.11E-12,11.06E-6
408.7E-6,70.00E-9,130.3E-12,56.69E-12,11.05E-6
409.5E-6,70.00E-9,104.7E-12,51.39E-12,11.05E-6
409.5E-6,70.25E-9,97.03E-12,50.46E-12,11.10E-6
409.6E-6,70.78E-9,77.67E-12,51.41E-12,11.17E-6
409.7E-6,70.94E-9,53.21E-12,51.28E-12,11.23E-6
409.8E-6,70.31E-9,33.05E-12,50.82E-12,11.28E-6
409.8E-6,69.02E-9,9.949E-12,49.76E-12,11.34E-6
409.9E-6,67.31E-9,-33.14E-12,47.84E-12,11.40E-6
